val\COCO_val2014_000000000133.jpg	maps\val\COCO_val2014_000000000133.png
val\COCO_val2014_000000272713.jpg	maps\val\COCO_val2014_000000272713.png
val\COCO_val2014_000000273442.jpg	maps\val\COCO_val2014_000000273442.png
val\COCO_val2014_000000273470.jpg	maps\val\COCO_val2014_000000273470.png
val\COCO_val2014_000000273579.jpg	maps\val\COCO_val2014_000000273579.png
val\COCO_val2014_000000273645.jpg	maps\val\COCO_val2014_000000273645.png
val\COCO_val2014_000000273698.jpg	maps\val\COCO_val2014_000000273698.png
val\COCO_val2014_000000273711.jpg	maps\val\COCO_val2014_000000273711.png
val\COCO_val2014_000000273855.jpg	maps\val\COCO_val2014_000000273855.png
val\COCO_val2014_000000273930.jpg	maps\val\COCO_val2014_000000273930.png
val\COCO_val2014_000000274083.jpg	maps\val\COCO_val2014_000000274083.png
val\COCO_val2014_000000274084.jpg	maps\val\COCO_val2014_000000274084.png
val\COCO_val2014_000000274109.jpg	maps\val\COCO_val2014_000000274109.png
val\COCO_val2014_000000274134.jpg	maps\val\COCO_val2014_000000274134.png
val\COCO_val2014_000000274216.jpg	maps\val\COCO_val2014_000000274216.png
val\COCO_val2014_000000274272.jpg	maps\val\COCO_val2014_000000274272.png
val\COCO_val2014_000000274449.jpg	maps\val\COCO_val2014_000000274449.png
val\COCO_val2014_000000274612.jpg	maps\val\COCO_val2014_000000274612.png
val\COCO_val2014_000000274671.jpg	maps\val\COCO_val2014_000000274671.png
val\COCO_val2014_000000274687.jpg	maps\val\COCO_val2014_000000274687.png
val\COCO_val2014_000000274800.jpg	maps\val\COCO_val2014_000000274800.png
val\COCO_val2014_000000274939.jpg	maps\val\COCO_val2014_000000274939.png
val\COCO_val2014_000000275117.jpg	maps\val\COCO_val2014_000000275117.png
val\COCO_val2014_000000275175.jpg	maps\val\COCO_val2014_000000275175.png
val\COCO_val2014_000000275197.jpg	maps\val\COCO_val2014_000000275197.png
val\COCO_val2014_000000275198.jpg	maps\val\COCO_val2014_000000275198.png
val\COCO_val2014_000000275449.jpg	maps\val\COCO_val2014_000000275449.png
val\COCO_val2014_000000275585.jpg	maps\val\COCO_val2014_000000275585.png
val\COCO_val2014_000000275611.jpg	maps\val\COCO_val2014_000000275611.png
val\COCO_val2014_000000275661.jpg	maps\val\COCO_val2014_000000275661.png
val\COCO_val2014_000000275695.jpg	maps\val\COCO_val2014_000000275695.png
val\COCO_val2014_000000276024.jpg	maps\val\COCO_val2014_000000276024.png
val\COCO_val2014_000000276254.jpg	maps\val\COCO_val2014_000000276254.png
val\COCO_val2014_000000276413.jpg	maps\val\COCO_val2014_000000276413.png
val\COCO_val2014_000000276840.jpg	maps\val\COCO_val2014_000000276840.png
val\COCO_val2014_000000276893.jpg	maps\val\COCO_val2014_000000276893.png
val\COCO_val2014_000000276971.jpg	maps\val\COCO_val2014_000000276971.png
val\COCO_val2014_000000276986.jpg	maps\val\COCO_val2014_000000276986.png
val\COCO_val2014_000000277089.jpg	maps\val\COCO_val2014_000000277089.png
val\COCO_val2014_000000277094.jpg	maps\val\COCO_val2014_000000277094.png
val\COCO_val2014_000000277239.jpg	maps\val\COCO_val2014_000000277239.png
val\COCO_val2014_000000277289.jpg	maps\val\COCO_val2014_000000277289.png
val\COCO_val2014_000000277326.jpg	maps\val\COCO_val2014_000000277326.png
val\COCO_val2014_000000277642.jpg	maps\val\COCO_val2014_000000277642.png
val\COCO_val2014_000000277793.jpg	maps\val\COCO_val2014_000000277793.png
val\COCO_val2014_000000277831.jpg	maps\val\COCO_val2014_000000277831.png
val\COCO_val2014_000000277865.jpg	maps\val\COCO_val2014_000000277865.png
val\COCO_val2014_000000277869.jpg	maps\val\COCO_val2014_000000277869.png
val\COCO_val2014_000000277984.jpg	maps\val\COCO_val2014_000000277984.png
val\COCO_val2014_000000277991.jpg	maps\val\COCO_val2014_000000277991.png
val\COCO_val2014_000000278134.jpg	maps\val\COCO_val2014_000000278134.png
val\COCO_val2014_000000278161.jpg	maps\val\COCO_val2014_000000278161.png
val\COCO_val2014_000000278172.jpg	maps\val\COCO_val2014_000000278172.png
val\COCO_val2014_000000278222.jpg	maps\val\COCO_val2014_000000278222.png
val\COCO_val2014_000000278226.jpg	maps\val\COCO_val2014_000000278226.png
val\COCO_val2014_000000278365.jpg	maps\val\COCO_val2014_000000278365.png
val\COCO_val2014_000000278401.jpg	maps\val\COCO_val2014_000000278401.png
val\COCO_val2014_000000278449.jpg	maps\val\COCO_val2014_000000278449.png
val\COCO_val2014_000000278463.jpg	maps\val\COCO_val2014_000000278463.png
val\COCO_val2014_000000278705.jpg	maps\val\COCO_val2014_000000278705.png
val\COCO_val2014_000000278771.jpg	maps\val\COCO_val2014_000000278771.png
val\COCO_val2014_000000278822.jpg	maps\val\COCO_val2014_000000278822.png
val\COCO_val2014_000000278890.jpg	maps\val\COCO_val2014_000000278890.png
val\COCO_val2014_000000278966.jpg	maps\val\COCO_val2014_000000278966.png
val\COCO_val2014_000000279078.jpg	maps\val\COCO_val2014_000000279078.png
val\COCO_val2014_000000279097.jpg	maps\val\COCO_val2014_000000279097.png
val\COCO_val2014_000000279140.jpg	maps\val\COCO_val2014_000000279140.png
val\COCO_val2014_000000279145.jpg	maps\val\COCO_val2014_000000279145.png
val\COCO_val2014_000000279209.jpg	maps\val\COCO_val2014_000000279209.png
val\COCO_val2014_000000279386.jpg	maps\val\COCO_val2014_000000279386.png
val\COCO_val2014_000000279491.jpg	maps\val\COCO_val2014_000000279491.png
val\COCO_val2014_000000279524.jpg	maps\val\COCO_val2014_000000279524.png
val\COCO_val2014_000000279769.jpg	maps\val\COCO_val2014_000000279769.png
val\COCO_val2014_000000279824.jpg	maps\val\COCO_val2014_000000279824.png
val\COCO_val2014_000000279974.jpg	maps\val\COCO_val2014_000000279974.png
val\COCO_val2014_000000280536.jpg	maps\val\COCO_val2014_000000280536.png
val\COCO_val2014_000000280710.jpg	maps\val\COCO_val2014_000000280710.png
val\COCO_val2014_000000280819.jpg	maps\val\COCO_val2014_000000280819.png
val\COCO_val2014_000000280857.jpg	maps\val\COCO_val2014_000000280857.png
val\COCO_val2014_000000280858.jpg	maps\val\COCO_val2014_000000280858.png
val\COCO_val2014_000000280918.jpg	maps\val\COCO_val2014_000000280918.png
val\COCO_val2014_000000281028.jpg	maps\val\COCO_val2014_000000281028.png
val\COCO_val2014_000000281111.jpg	maps\val\COCO_val2014_000000281111.png
val\COCO_val2014_000000281179.jpg	maps\val\COCO_val2014_000000281179.png
val\COCO_val2014_000000281601.jpg	maps\val\COCO_val2014_000000281601.png
val\COCO_val2014_000000281688.jpg	maps\val\COCO_val2014_000000281688.png
val\COCO_val2014_000000281711.jpg	maps\val\COCO_val2014_000000281711.png
val\COCO_val2014_000000281758.jpg	maps\val\COCO_val2014_000000281758.png
val\COCO_val2014_000000282298.jpg	maps\val\COCO_val2014_000000282298.png
val\COCO_val2014_000000282553.jpg	maps\val\COCO_val2014_000000282553.png
val\COCO_val2014_000000282618.jpg	maps\val\COCO_val2014_000000282618.png
val\COCO_val2014_000000282659.jpg	maps\val\COCO_val2014_000000282659.png
val\COCO_val2014_000000283012.jpg	maps\val\COCO_val2014_000000283012.png
val\COCO_val2014_000000283060.jpg	maps\val\COCO_val2014_000000283060.png
val\COCO_val2014_000000283097.jpg	maps\val\COCO_val2014_000000283097.png
val\COCO_val2014_000000283203.jpg	maps\val\COCO_val2014_000000283203.png
val\COCO_val2014_000000283277.jpg	maps\val\COCO_val2014_000000283277.png
val\COCO_val2014_000000283286.jpg	maps\val\COCO_val2014_000000283286.png
val\COCO_val2014_000000283471.jpg	maps\val\COCO_val2014_000000283471.png
val\COCO_val2014_000000283498.jpg	maps\val\COCO_val2014_000000283498.png
val\COCO_val2014_000000283653.jpg	maps\val\COCO_val2014_000000283653.png
val\COCO_val2014_000000283816.jpg	maps\val\COCO_val2014_000000283816.png
val\COCO_val2014_000000284152.jpg	maps\val\COCO_val2014_000000284152.png
val\COCO_val2014_000000284160.jpg	maps\val\COCO_val2014_000000284160.png
val\COCO_val2014_000000284623.jpg	maps\val\COCO_val2014_000000284623.png
val\COCO_val2014_000000284641.jpg	maps\val\COCO_val2014_000000284641.png
val\COCO_val2014_000000284658.jpg	maps\val\COCO_val2014_000000284658.png
val\COCO_val2014_000000284954.jpg	maps\val\COCO_val2014_000000284954.png
val\COCO_val2014_000000285005.jpg	maps\val\COCO_val2014_000000285005.png
val\COCO_val2014_000000285258.jpg	maps\val\COCO_val2014_000000285258.png
val\COCO_val2014_000000285462.jpg	maps\val\COCO_val2014_000000285462.png
val\COCO_val2014_000000285534.jpg	maps\val\COCO_val2014_000000285534.png
val\COCO_val2014_000000285568.jpg	maps\val\COCO_val2014_000000285568.png
val\COCO_val2014_000000285633.jpg	maps\val\COCO_val2014_000000285633.png
val\COCO_val2014_000000285660.jpg	maps\val\COCO_val2014_000000285660.png
val\COCO_val2014_000000285820.jpg	maps\val\COCO_val2014_000000285820.png
val\COCO_val2014_000000285832.jpg	maps\val\COCO_val2014_000000285832.png
val\COCO_val2014_000000285967.jpg	maps\val\COCO_val2014_000000285967.png
val\COCO_val2014_000000286089.jpg	maps\val\COCO_val2014_000000286089.png
val\COCO_val2014_000000286524.jpg	maps\val\COCO_val2014_000000286524.png
val\COCO_val2014_000000286553.jpg	maps\val\COCO_val2014_000000286553.png
val\COCO_val2014_000000287033.jpg	maps\val\COCO_val2014_000000287033.png
val\COCO_val2014_000000287235.jpg	maps\val\COCO_val2014_000000287235.png
val\COCO_val2014_000000287387.jpg	maps\val\COCO_val2014_000000287387.png
val\COCO_val2014_000000287396.jpg	maps\val\COCO_val2014_000000287396.png
val\COCO_val2014_000000287402.jpg	maps\val\COCO_val2014_000000287402.png
val\COCO_val2014_000000287443.jpg	maps\val\COCO_val2014_000000287443.png
val\COCO_val2014_000000287649.jpg	maps\val\COCO_val2014_000000287649.png
val\COCO_val2014_000000287663.jpg	maps\val\COCO_val2014_000000287663.png
val\COCO_val2014_000000287667.jpg	maps\val\COCO_val2014_000000287667.png
val\COCO_val2014_000000287714.jpg	maps\val\COCO_val2014_000000287714.png
val\COCO_val2014_000000287741.jpg	maps\val\COCO_val2014_000000287741.png
val\COCO_val2014_000000288042.jpg	maps\val\COCO_val2014_000000288042.png
val\COCO_val2014_000000288224.jpg	maps\val\COCO_val2014_000000288224.png
val\COCO_val2014_000000288313.jpg	maps\val\COCO_val2014_000000288313.png
val\COCO_val2014_000000288442.jpg	maps\val\COCO_val2014_000000288442.png
val\COCO_val2014_000000288639.jpg	maps\val\COCO_val2014_000000288639.png
val\COCO_val2014_000000288769.jpg	maps\val\COCO_val2014_000000288769.png
val\COCO_val2014_000000288824.jpg	maps\val\COCO_val2014_000000288824.png
val\COCO_val2014_000000288890.jpg	maps\val\COCO_val2014_000000288890.png
val\COCO_val2014_000000288933.jpg	maps\val\COCO_val2014_000000288933.png
val\COCO_val2014_000000288944.jpg	maps\val\COCO_val2014_000000288944.png
val\COCO_val2014_000000288955.jpg	maps\val\COCO_val2014_000000288955.png
val\COCO_val2014_000000289120.jpg	maps\val\COCO_val2014_000000289120.png
val\COCO_val2014_000000289201.jpg	maps\val\COCO_val2014_000000289201.png
val\COCO_val2014_000000289222.jpg	maps\val\COCO_val2014_000000289222.png
val\COCO_val2014_000000289260.jpg	maps\val\COCO_val2014_000000289260.png
val\COCO_val2014_000000289318.jpg	maps\val\COCO_val2014_000000289318.png
val\COCO_val2014_000000289393.jpg	maps\val\COCO_val2014_000000289393.png
val\COCO_val2014_000000289618.jpg	maps\val\COCO_val2014_000000289618.png
val\COCO_val2014_000000289640.jpg	maps\val\COCO_val2014_000000289640.png
val\COCO_val2014_000000289741.jpg	maps\val\COCO_val2014_000000289741.png
val\COCO_val2014_000000289813.jpg	maps\val\COCO_val2014_000000289813.png
val\COCO_val2014_000000289941.jpg	maps\val\COCO_val2014_000000289941.png
val\COCO_val2014_000000289995.jpg	maps\val\COCO_val2014_000000289995.png
val\COCO_val2014_000000290093.jpg	maps\val\COCO_val2014_000000290093.png
val\COCO_val2014_000000290113.jpg	maps\val\COCO_val2014_000000290113.png
val\COCO_val2014_000000290196.jpg	maps\val\COCO_val2014_000000290196.png
val\COCO_val2014_000000290248.jpg	maps\val\COCO_val2014_000000290248.png
val\COCO_val2014_000000290289.jpg	maps\val\COCO_val2014_000000290289.png
val\COCO_val2014_000000290828.jpg	maps\val\COCO_val2014_000000290828.png
val\COCO_val2014_000000290839.jpg	maps\val\COCO_val2014_000000290839.png
val\COCO_val2014_000000290979.jpg	maps\val\COCO_val2014_000000290979.png
val\COCO_val2014_000000291257.jpg	maps\val\COCO_val2014_000000291257.png
val\COCO_val2014_000000291394.jpg	maps\val\COCO_val2014_000000291394.png
val\COCO_val2014_000000291404.jpg	maps\val\COCO_val2014_000000291404.png
val\COCO_val2014_000000291686.jpg	maps\val\COCO_val2014_000000291686.png
val\COCO_val2014_000000291742.jpg	maps\val\COCO_val2014_000000291742.png
val\COCO_val2014_000000291784.jpg	maps\val\COCO_val2014_000000291784.png
val\COCO_val2014_000000291936.jpg	maps\val\COCO_val2014_000000291936.png
val\COCO_val2014_000000292118.jpg	maps\val\COCO_val2014_000000292118.png
val\COCO_val2014_000000292158.jpg	maps\val\COCO_val2014_000000292158.png
val\COCO_val2014_000000292301.jpg	maps\val\COCO_val2014_000000292301.png
val\COCO_val2014_000000292394.jpg	maps\val\COCO_val2014_000000292394.png
val\COCO_val2014_000000292463.jpg	maps\val\COCO_val2014_000000292463.png
val\COCO_val2014_000000292480.jpg	maps\val\COCO_val2014_000000292480.png
val\COCO_val2014_000000292493.jpg	maps\val\COCO_val2014_000000292493.png
val\COCO_val2014_000000292741.jpg	maps\val\COCO_val2014_000000292741.png
val\COCO_val2014_000000292792.jpg	maps\val\COCO_val2014_000000292792.png
val\COCO_val2014_000000292931.jpg	maps\val\COCO_val2014_000000292931.png
val\COCO_val2014_000000292997.jpg	maps\val\COCO_val2014_000000292997.png
val\COCO_val2014_000000293022.jpg	maps\val\COCO_val2014_000000293022.png
val\COCO_val2014_000000293027.jpg	maps\val\COCO_val2014_000000293027.png
val\COCO_val2014_000000293034.jpg	maps\val\COCO_val2014_000000293034.png
val\COCO_val2014_000000293125.jpg	maps\val\COCO_val2014_000000293125.png
val\COCO_val2014_000000293148.jpg	maps\val\COCO_val2014_000000293148.png
val\COCO_val2014_000000293249.jpg	maps\val\COCO_val2014_000000293249.png
val\COCO_val2014_000000293390.jpg	maps\val\COCO_val2014_000000293390.png
val\COCO_val2014_000000293548.jpg	maps\val\COCO_val2014_000000293548.png
val\COCO_val2014_000000293554.jpg	maps\val\COCO_val2014_000000293554.png
val\COCO_val2014_000000293625.jpg	maps\val\COCO_val2014_000000293625.png
val\COCO_val2014_000000293841.jpg	maps\val\COCO_val2014_000000293841.png
val\COCO_val2014_000000294032.jpg	maps\val\COCO_val2014_000000294032.png
val\COCO_val2014_000000294124.jpg	maps\val\COCO_val2014_000000294124.png
val\COCO_val2014_000000294134.jpg	maps\val\COCO_val2014_000000294134.png
val\COCO_val2014_000000294297.jpg	maps\val\COCO_val2014_000000294297.png
val\COCO_val2014_000000294451.jpg	maps\val\COCO_val2014_000000294451.png
val\COCO_val2014_000000294541.jpg	maps\val\COCO_val2014_000000294541.png
val\COCO_val2014_000000294689.jpg	maps\val\COCO_val2014_000000294689.png
val\COCO_val2014_000000294698.jpg	maps\val\COCO_val2014_000000294698.png
val\COCO_val2014_000000295055.jpg	maps\val\COCO_val2014_000000295055.png
val\COCO_val2014_000000295134.jpg	maps\val\COCO_val2014_000000295134.png
val\COCO_val2014_000000295316.jpg	maps\val\COCO_val2014_000000295316.png
val\COCO_val2014_000000295403.jpg	maps\val\COCO_val2014_000000295403.png
val\COCO_val2014_000000295420.jpg	maps\val\COCO_val2014_000000295420.png
val\COCO_val2014_000000295683.jpg	maps\val\COCO_val2014_000000295683.png
val\COCO_val2014_000000296056.jpg	maps\val\COCO_val2014_000000296056.png
val\COCO_val2014_000000296072.jpg	maps\val\COCO_val2014_000000296072.png
val\COCO_val2014_000000296176.jpg	maps\val\COCO_val2014_000000296176.png
val\COCO_val2014_000000296222.jpg	maps\val\COCO_val2014_000000296222.png
val\COCO_val2014_000000296224.jpg	maps\val\COCO_val2014_000000296224.png
val\COCO_val2014_000000296231.jpg	maps\val\COCO_val2014_000000296231.png
val\COCO_val2014_000000296243.jpg	maps\val\COCO_val2014_000000296243.png
val\COCO_val2014_000000296303.jpg	maps\val\COCO_val2014_000000296303.png
val\COCO_val2014_000000296604.jpg	maps\val\COCO_val2014_000000296604.png
val\COCO_val2014_000000296825.jpg	maps\val\COCO_val2014_000000296825.png
val\COCO_val2014_000000296907.jpg	maps\val\COCO_val2014_000000296907.png
val\COCO_val2014_000000296988.jpg	maps\val\COCO_val2014_000000296988.png
val\COCO_val2014_000000296997.jpg	maps\val\COCO_val2014_000000296997.png
val\COCO_val2014_000000297233.jpg	maps\val\COCO_val2014_000000297233.png
val\COCO_val2014_000000297349.jpg	maps\val\COCO_val2014_000000297349.png
val\COCO_val2014_000000297520.jpg	maps\val\COCO_val2014_000000297520.png
val\COCO_val2014_000000297562.jpg	maps\val\COCO_val2014_000000297562.png
val\COCO_val2014_000000297944.jpg	maps\val\COCO_val2014_000000297944.png
val\COCO_val2014_000000298252.jpg	maps\val\COCO_val2014_000000298252.png
val\COCO_val2014_000000298261.jpg	maps\val\COCO_val2014_000000298261.png
val\COCO_val2014_000000298396.jpg	maps\val\COCO_val2014_000000298396.png
val\COCO_val2014_000000298405.jpg	maps\val\COCO_val2014_000000298405.png
val\COCO_val2014_000000298461.jpg	maps\val\COCO_val2014_000000298461.png
val\COCO_val2014_000000298525.jpg	maps\val\COCO_val2014_000000298525.png
val\COCO_val2014_000000298540.jpg	maps\val\COCO_val2014_000000298540.png
val\COCO_val2014_000000298578.jpg	maps\val\COCO_val2014_000000298578.png
val\COCO_val2014_000000298697.jpg	maps\val\COCO_val2014_000000298697.png
val\COCO_val2014_000000298732.jpg	maps\val\COCO_val2014_000000298732.png
val\COCO_val2014_000000298784.jpg	maps\val\COCO_val2014_000000298784.png
val\COCO_val2014_000000299074.jpg	maps\val\COCO_val2014_000000299074.png
val\COCO_val2014_000000299207.jpg	maps\val\COCO_val2014_000000299207.png
val\COCO_val2014_000000299593.jpg	maps\val\COCO_val2014_000000299593.png
val\COCO_val2014_000000299649.jpg	maps\val\COCO_val2014_000000299649.png
val\COCO_val2014_000000299887.jpg	maps\val\COCO_val2014_000000299887.png
val\COCO_val2014_000000300008.jpg	maps\val\COCO_val2014_000000300008.png
val\COCO_val2014_000000300066.jpg	maps\val\COCO_val2014_000000300066.png
val\COCO_val2014_000000300330.jpg	maps\val\COCO_val2014_000000300330.png
val\COCO_val2014_000000300413.jpg	maps\val\COCO_val2014_000000300413.png
val\COCO_val2014_000000300437.jpg	maps\val\COCO_val2014_000000300437.png
val\COCO_val2014_000000300472.jpg	maps\val\COCO_val2014_000000300472.png
val\COCO_val2014_000000300538.jpg	maps\val\COCO_val2014_000000300538.png
val\COCO_val2014_000000300577.jpg	maps\val\COCO_val2014_000000300577.png
val\COCO_val2014_000000300718.jpg	maps\val\COCO_val2014_000000300718.png
val\COCO_val2014_000000300753.jpg	maps\val\COCO_val2014_000000300753.png
val\COCO_val2014_000000301082.jpg	maps\val\COCO_val2014_000000301082.png
val\COCO_val2014_000000301305.jpg	maps\val\COCO_val2014_000000301305.png
val\COCO_val2014_000000301582.jpg	maps\val\COCO_val2014_000000301582.png
val\COCO_val2014_000000301634.jpg	maps\val\COCO_val2014_000000301634.png
val\COCO_val2014_000000301735.jpg	maps\val\COCO_val2014_000000301735.png
val\COCO_val2014_000000301746.jpg	maps\val\COCO_val2014_000000301746.png
val\COCO_val2014_000000301817.jpg	maps\val\COCO_val2014_000000301817.png
val\COCO_val2014_000000301867.jpg	maps\val\COCO_val2014_000000301867.png
val\COCO_val2014_000000301963.jpg	maps\val\COCO_val2014_000000301963.png
val\COCO_val2014_000000302067.jpg	maps\val\COCO_val2014_000000302067.png
val\COCO_val2014_000000302110.jpg	maps\val\COCO_val2014_000000302110.png
val\COCO_val2014_000000302159.jpg	maps\val\COCO_val2014_000000302159.png
val\COCO_val2014_000000302219.jpg	maps\val\COCO_val2014_000000302219.png
val\COCO_val2014_000000302275.jpg	maps\val\COCO_val2014_000000302275.png
val\COCO_val2014_000000302380.jpg	maps\val\COCO_val2014_000000302380.png
val\COCO_val2014_000000302603.jpg	maps\val\COCO_val2014_000000302603.png
val\COCO_val2014_000000302789.jpg	maps\val\COCO_val2014_000000302789.png
val\COCO_val2014_000000303024.jpg	maps\val\COCO_val2014_000000303024.png
val\COCO_val2014_000000303219.jpg	maps\val\COCO_val2014_000000303219.png
val\COCO_val2014_000000303305.jpg	maps\val\COCO_val2014_000000303305.png
val\COCO_val2014_000000303413.jpg	maps\val\COCO_val2014_000000303413.png
val\COCO_val2014_000000303520.jpg	maps\val\COCO_val2014_000000303520.png
val\COCO_val2014_000000303607.jpg	maps\val\COCO_val2014_000000303607.png
val\COCO_val2014_000000303652.jpg	maps\val\COCO_val2014_000000303652.png
val\COCO_val2014_000000303667.jpg	maps\val\COCO_val2014_000000303667.png
val\COCO_val2014_000000303670.jpg	maps\val\COCO_val2014_000000303670.png
val\COCO_val2014_000000303847.jpg	maps\val\COCO_val2014_000000303847.png
val\COCO_val2014_000000304069.jpg	maps\val\COCO_val2014_000000304069.png
val\COCO_val2014_000000304083.jpg	maps\val\COCO_val2014_000000304083.png
val\COCO_val2014_000000304186.jpg	maps\val\COCO_val2014_000000304186.png
val\COCO_val2014_000000304341.jpg	maps\val\COCO_val2014_000000304341.png
val\COCO_val2014_000000304379.jpg	maps\val\COCO_val2014_000000304379.png
val\COCO_val2014_000000304917.jpg	maps\val\COCO_val2014_000000304917.png
val\COCO_val2014_000000304941.jpg	maps\val\COCO_val2014_000000304941.png
val\COCO_val2014_000000305050.jpg	maps\val\COCO_val2014_000000305050.png
val\COCO_val2014_000000305101.jpg	maps\val\COCO_val2014_000000305101.png
val\COCO_val2014_000000305135.jpg	maps\val\COCO_val2014_000000305135.png
val\COCO_val2014_000000305695.jpg	maps\val\COCO_val2014_000000305695.png
val\COCO_val2014_000000305978.jpg	maps\val\COCO_val2014_000000305978.png
val\COCO_val2014_000000306230.jpg	maps\val\COCO_val2014_000000306230.png
val\COCO_val2014_000000306313.jpg	maps\val\COCO_val2014_000000306313.png
val\COCO_val2014_000000306335.jpg	maps\val\COCO_val2014_000000306335.png
val\COCO_val2014_000000306343.jpg	maps\val\COCO_val2014_000000306343.png
val\COCO_val2014_000000306395.jpg	maps\val\COCO_val2014_000000306395.png
val\COCO_val2014_000000306453.jpg	maps\val\COCO_val2014_000000306453.png
val\COCO_val2014_000000306466.jpg	maps\val\COCO_val2014_000000306466.png
val\COCO_val2014_000000306467.jpg	maps\val\COCO_val2014_000000306467.png
val\COCO_val2014_000000306486.jpg	maps\val\COCO_val2014_000000306486.png
val\COCO_val2014_000000306638.jpg	maps\val\COCO_val2014_000000306638.png
val\COCO_val2014_000000306644.jpg	maps\val\COCO_val2014_000000306644.png
val\COCO_val2014_000000306688.jpg	maps\val\COCO_val2014_000000306688.png
val\COCO_val2014_000000306940.jpg	maps\val\COCO_val2014_000000306940.png
val\COCO_val2014_000000306974.jpg	maps\val\COCO_val2014_000000306974.png
val\COCO_val2014_000000307323.jpg	maps\val\COCO_val2014_000000307323.png
val\COCO_val2014_000000307342.jpg	maps\val\COCO_val2014_000000307342.png
val\COCO_val2014_000000307511.jpg	maps\val\COCO_val2014_000000307511.png
val\COCO_val2014_000000307564.jpg	maps\val\COCO_val2014_000000307564.png
val\COCO_val2014_000000307773.jpg	maps\val\COCO_val2014_000000307773.png
val\COCO_val2014_000000307800.jpg	maps\val\COCO_val2014_000000307800.png
val\COCO_val2014_000000308101.jpg	maps\val\COCO_val2014_000000308101.png
val\COCO_val2014_000000308117.jpg	maps\val\COCO_val2014_000000308117.png
val\COCO_val2014_000000308274.jpg	maps\val\COCO_val2014_000000308274.png
val\COCO_val2014_000000308328.jpg	maps\val\COCO_val2014_000000308328.png
val\COCO_val2014_000000308332.jpg	maps\val\COCO_val2014_000000308332.png
val\COCO_val2014_000000308430.jpg	maps\val\COCO_val2014_000000308430.png
val\COCO_val2014_000000308730.jpg	maps\val\COCO_val2014_000000308730.png
val\COCO_val2014_000000308793.jpg	maps\val\COCO_val2014_000000308793.png
val\COCO_val2014_000000308900.jpg	maps\val\COCO_val2014_000000308900.png
val\COCO_val2014_000000308964.jpg	maps\val\COCO_val2014_000000308964.png
val\COCO_val2014_000000309022.jpg	maps\val\COCO_val2014_000000309022.png
val\COCO_val2014_000000309033.jpg	maps\val\COCO_val2014_000000309033.png
val\COCO_val2014_000000309232.jpg	maps\val\COCO_val2014_000000309232.png
val\COCO_val2014_000000309237.jpg	maps\val\COCO_val2014_000000309237.png
val\COCO_val2014_000000309514.jpg	maps\val\COCO_val2014_000000309514.png
val\COCO_val2014_000000309573.jpg	maps\val\COCO_val2014_000000309573.png
val\COCO_val2014_000000309633.jpg	maps\val\COCO_val2014_000000309633.png
val\COCO_val2014_000000309655.jpg	maps\val\COCO_val2014_000000309655.png
val\COCO_val2014_000000309692.jpg	maps\val\COCO_val2014_000000309692.png
val\COCO_val2014_000000309852.jpg	maps\val\COCO_val2014_000000309852.png
val\COCO_val2014_000000310035.jpg	maps\val\COCO_val2014_000000310035.png
val\COCO_val2014_000000310200.jpg	maps\val\COCO_val2014_000000310200.png
val\COCO_val2014_000000310354.jpg	maps\val\COCO_val2014_000000310354.png
val\COCO_val2014_000000310524.jpg	maps\val\COCO_val2014_000000310524.png
val\COCO_val2014_000000310532.jpg	maps\val\COCO_val2014_000000310532.png
val\COCO_val2014_000000310735.jpg	maps\val\COCO_val2014_000000310735.png
val\COCO_val2014_000000310770.jpg	maps\val\COCO_val2014_000000310770.png
val\COCO_val2014_000000310906.jpg	maps\val\COCO_val2014_000000310906.png
val\COCO_val2014_000000311309.jpg	maps\val\COCO_val2014_000000311309.png
val\COCO_val2014_000000311327.jpg	maps\val\COCO_val2014_000000311327.png
val\COCO_val2014_000000311385.jpg	maps\val\COCO_val2014_000000311385.png
val\COCO_val2014_000000311531.jpg	maps\val\COCO_val2014_000000311531.png
val\COCO_val2014_000000311553.jpg	maps\val\COCO_val2014_000000311553.png
val\COCO_val2014_000000311846.jpg	maps\val\COCO_val2014_000000311846.png
val\COCO_val2014_000000311891.jpg	maps\val\COCO_val2014_000000311891.png
val\COCO_val2014_000000312056.jpg	maps\val\COCO_val2014_000000312056.png
val\COCO_val2014_000000312175.jpg	maps\val\COCO_val2014_000000312175.png
val\COCO_val2014_000000312192.jpg	maps\val\COCO_val2014_000000312192.png
val\COCO_val2014_000000312412.jpg	maps\val\COCO_val2014_000000312412.png
val\COCO_val2014_000000312423.jpg	maps\val\COCO_val2014_000000312423.png
val\COCO_val2014_000000312559.jpg	maps\val\COCO_val2014_000000312559.png
val\COCO_val2014_000000312627.jpg	maps\val\COCO_val2014_000000312627.png
val\COCO_val2014_000000312632.jpg	maps\val\COCO_val2014_000000312632.png
val\COCO_val2014_000000312868.jpg	maps\val\COCO_val2014_000000312868.png
val\COCO_val2014_000000312870.jpg	maps\val\COCO_val2014_000000312870.png
val\COCO_val2014_000000313034.jpg	maps\val\COCO_val2014_000000313034.png
val\COCO_val2014_000000313130.jpg	maps\val\COCO_val2014_000000313130.png
val\COCO_val2014_000000313240.jpg	maps\val\COCO_val2014_000000313240.png
val\COCO_val2014_000000313246.jpg	maps\val\COCO_val2014_000000313246.png
